case_id,transaction_amount,customer_order_count,previous_refunds,previous_disputes,delivery_confirmed,delivery_delay_days,dispute_delay_days,customer_avg_order_value,communication_count,refund_amount_ratio,payment_failures,evidence_items_available,evidence_items_missing,dispute_reason,contest_success
CASE-5568,3215.24,17,0,0,1,0,18,6637.01,2,0.264,1,5,1,item_not_received,1
CASE-5569,1662.61,7,8,0,1,0,16,1512.44,4,0.789,5,4,2,unauthorized,0
CASE-5570,16261.54,7,2,0,0,1,28,15144.54,3,0.278,0,4,2,item_not_received,0
CASE-5571,11357.33,47,3,0,0,10,51,7370.72,1,0.458,1,4,2,item_not_received,0
CASE-5572,4437.36,51,0,0,1,0,4,3182.56,3,0.198,0,6,0,item_not_received,1
CASE-5573,7512.49,5,1,0,1,6,26,15962.06,8,0.453,2,5,1,unauthorized,1
CASE-5574,9041.8,1,0,2,1,0,12,6517.14,1,0.223,2,3,3,item_not_received,1
CASE-5575,4871.34,2,0,5,0,7,2,4060.31,7,0.119,0,0,6,unauthorized,0
CASE-5576,1519.3,6,2,0,1,0,17,3014.32,8,0.172,0,5,1,other,1
CASE-5577,10073.7,12,0,0,1,0,54,21332.59,3,0.293,0,5,1,unauthorized,1
CASE-5578,38380.1,3,0,5,1,0,9,17665.56,4,0.091,2,4,2,defective,1
CASE-5579,18573.28,3,0,1,0,0,61,36319.43,1,0.093,0,3,3,unauthorized,0
CASE-5580,29512.54,37,0,1,1,25,7,19107.33,1,0.19,1,6,0,item_not_received,1
CASE-5581,3679.22,2,0,0,1,0,70,4039.58,1,0.328,0,6,0,duplicate,1
CASE-5582,237.59,10,0,0,1,0,3,103.63,4,0.07,0,6,0,other,1
CASE-5583,10023.9,15,9,0,0,5,78,15849.92,3,0.801,0,4,2,unauthorized,0
CASE-5584,647.7,9,3,0,1,0,6,704.77,0,0.489,0,4,2,other,1
CASE-5585,9306.07,13,8,0,1,0,1,5155.36,0,0.863,0,6,0,unauthorized,1
CASE-5586,18374.35,3,2,0,1,0,3,42763.85,9,0.359,0,6,0,duplicate,1
CASE-5587,90087.5,3,6,0,1,21,6,70097.39,3,0.628,0,5,1,item_not_received,1
CASE-5588,973.45,11,3,0,1,0,6,1950.78,11,0.573,0,4,2,item_not_received,1
CASE-5589,1092.75,52,7,0,1,0,10,803.86,4,0.934,0,4,2,unauthorized,0
CASE-5590,560.05,10,2,0,1,9,17,470.46,3,0.563,0,2,4,unauthorized,0
CASE-5591,1866.93,3,2,1,1,0,27,1579.27,0,0.374,0,4,2,other,1
CASE-5592,9271.19,68,1,0,1,3,24,18502.62,2,0.317,0,4,2,item_not_received,1
CASE-5593,13828.99,1,0,0,0,23,11,11692.11,2,0.06,0,3,3,defective,0
CASE-5594,1387.61,49,0,1,1,21,21,2797.16,8,0.146,0,4,2,defective,1
CASE-5595,1806.77,58,3,0,1,0,74,599.06,0,0.316,0,6,0,other,1
CASE-5596,1070.97,14,0,0,1,0,9,1327.21,13,0.322,0,6,0,defective,1
CASE-5597,10333.8,16,0,0,0,7,2,25708.27,4,0.107,0,3,3,defective,0
CASE-5598,576.23,13,2,0,1,0,18,1019.6,14,0.416,0,6,0,duplicate,1
CASE-5599,11282.22,63,8,0,1,0,21,19384.76,4,0.958,0,5,1,unauthorized,0
CASE-5600,1089.5,1,0,2,1,0,7,1821.15,2,0.203,2,5,1,defective,1
CASE-5601,1985.98,32,0,0,1,0,86,4539.07,2,0.141,0,5,1,unauthorized,1
CASE-5602,910.38,94,3,0,1,17,20,1763.2,6,0.552,0,4,2,unauthorized,0
CASE-5603,6913.64,8,0,0,1,22,22,13340.04,1,0.217,0,6,0,unauthorized,1
CASE-5604,1696.42,9,2,2,1,0,74,2319.94,4,0.439,0,4,2,item_not_received,1
CASE-5605,14057.18,13,3,0,1,0,22,14413.72,6,0.317,0,5,1,defective,1
CASE-5606,4828.09,81,0,1,1,0,85,6289.73,2,0.229,1,5,1,unauthorized,1
CASE-5607,5864.56,11,8,0,1,29,1,12718.13,0,1.0,0,5,1,item_not_received,1
CASE-5608,8458.14,77,3,2,1,0,12,9714.98,12,0.289,0,4,2,unauthorized,1
CASE-5609,897.03,34,1,0,1,16,23,1535.76,0,0.334,0,6,0,defective,1
CASE-5610,813.52,3,7,0,1,6,2,305.52,2,0.53,0,5,1,item_not_received,1
CASE-5611,18431.08,28,0,2,0,21,15,20863.37,11,0.119,0,3,3,unauthorized,0
CASE-5612,12648.3,13,0,0,1,14,6,21230.17,3,0.051,1,6,0,defective,1
CASE-5613,274.6,3,0,0,1,0,7,315.0,4,0.356,0,2,4,defective,1
CASE-5614,66133.97,6,2,0,1,26,2,148164.89,14,0.194,1,6,0,duplicate,1
CASE-5615,19347.33,7,0,2,1,0,60,18238.83,1,0.13,0,6,0,unauthorized,1
CASE-5616,16161.14,2,9,0,0,15,15,36234.52,1,1.0,0,3,3,defective,0
CASE-5617,474.64,19,1,0,0,3,1,759.67,2,0.125,0,2,4,item_not_received,1
CASE-5618,12207.53,82,0,0,1,13,17,11255.23,14,0.119,0,5,1,unauthorized,1
CASE-5619,19172.27,5,3,0,0,14,17,33326.99,0,0.686,0,3,3,item_not_received,0
CASE-5620,138013.46,16,0,0,0,9,81,290384.34,2,0.133,1,4,2,defective,0
CASE-5621,545.78,18,0,2,1,9,8,912.81,0,0.079,0,4,2,duplicate,1
CASE-5622,5370.81,33,0,0,0,13,19,7347.82,11,0.246,1,3,3,item_not_received,0
CASE-5623,45695.23,99,0,1,0,25,47,81040.82,0,0.126,0,3,3,unauthorized,0
CASE-5624,6494.1,70,2,0,1,0,21,14305.21,3,0.512,2,4,2,defective,1
CASE-5625,985.89,2,1,0,1,0,28,1124.79,2,0.231,0,5,1,item_not_received,1
CASE-5626,76126.95,7,0,1,1,13,22,110105.84,7,0.242,1,6,0,unauthorized,1
CASE-5627,12745.14,3,0,2,1,0,26,7025.15,3,0.145,0,5,1,unauthorized,0
CASE-5628,10188.01,19,1,0,0,7,4,4915.03,2,0.549,0,4,2,defective,0
CASE-5629,356.24,2,0,0,1,0,2,517.86,1,0.166,0,4,2,item_not_received,1
CASE-5630,1097.34,2,3,0,1,0,24,1484.74,3,0.316,0,5,1,unauthorized,1
CASE-5631,30560.88,94,0,0,0,13,59,23161.33,4,0.171,1,3,3,unauthorized,1
CASE-5632,741.72,2,0,0,0,20,12,1131.43,4,0.082,0,4,2,item_not_received,1
CASE-5633,11847.29,1,0,0,0,11,3,29287.75,2,0.018,2,4,2,other,0
CASE-5634,89283.89,2,0,0,1,0,64,45995.94,7,0.039,1,5,1,other,1
CASE-5635,1672.02,15,0,0,1,14,66,2724.34,4,0.065,1,6,0,item_not_received,1
CASE-5636,5502.05,7,0,0,1,0,11,2184.81,0,0.118,0,4,2,defective,0
CASE-5637,3926.55,4,2,0,1,0,5,4461.12,4,0.274,0,4,2,item_not_received,1
CASE-5638,484.13,77,0,0,1,0,14,1090.36,0,0.108,0,6,0,other,1
CASE-5639,13851.4,35,0,0,1,0,24,18627.68,0,0.176,0,5,1,item_not_received,1
CASE-5640,1830.9,3,4,2,1,29,26,2507.89,4,0.289,3,6,0,item_not_received,1
CASE-5641,814.93,12,2,7,0,21,61,1630.75,0,0.302,0,4,2,unauthorized,0
CASE-5642,19527.27,3,0,0,1,0,25,44255.68,0,0.257,0,2,4,duplicate,1
CASE-5643,5764.09,3,0,0,1,0,34,4354.65,0,0.121,5,3,3,defective,0
CASE-5644,133285.24,56,3,0,1,12,2,178742.14,1,0.375,0,6,0,item_not_received,1
CASE-5645,133844.16,7,0,2,0,28,2,298817.49,0,0.075,0,4,2,defective,0
CASE-5646,4026.62,1,8,4,1,6,23,4803.06,0,0.937,0,4,2,unauthorized,0
CASE-5647,73585.4,9,0,0,1,10,20,34423.94,6,0.161,1,4,2,unauthorized,1
CASE-5648,12024.05,7,0,0,1,0,3,12108.5,1,0.304,0,3,3,item_not_received,1
CASE-5649,26710.66,59,0,1,1,0,11,56519.38,0,0.194,1,4,2,item_not_received,1
CASE-5650,3776.36,17,1,0,1,0,17,3658.56,4,0.379,0,5,1,item_not_received,1
CASE-5651,939.99,79,0,1,1,0,9,2344.83,4,0.307,0,5,1,item_not_received,1
CASE-5652,10353.99,1,2,0,0,12,12,19376.11,0,0.418,0,2,4,item_not_received,0
CASE-5653,1510.64,81,2,1,1,0,28,3229.9,6,0.274,0,6,0,item_not_received,1
CASE-5654,2885.15,1,2,3,1,6,6,5202.53,11,0.369,0,3,3,item_not_received,1
CASE-5655,1057.45,9,0,0,1,0,12,1502.39,4,0.185,0,4,2,item_not_received,1
CASE-5656,1836.19,4,0,1,1,11,75,833.93,7,0.101,0,5,1,other,1
CASE-5657,11115.81,18,0,0,1,0,12,19702.61,3,0.237,2,6,0,duplicate,1
CASE-5658,49833.88,9,3,1,0,6,3,23075.07,0,0.484,0,2,4,item_not_received,0
CASE-5659,1187.22,2,0,0,0,15,89,1347.88,6,0.328,0,2,4,unauthorized,0
CASE-5660,9026.21,1,0,0,0,13,56,3449.7,1,0.161,0,5,1,defective,0
CASE-5661,5252.11,5,2,0,1,0,76,11914.83,3,0.353,0,5,1,defective,1
CASE-5662,781.93,12,0,2,0,7,27,1093.19,6,0.091,1,2,4,item_not_received,0
CASE-5663,6223.89,3,0,0,1,16,88,14223.48,0,0.24,0,5,1,item_not_received,1
CASE-5664,906.96,14,5,0,1,0,20,1935.53,10,0.875,0,6,0,item_not_received,1
CASE-5665,35406.75,9,5,0,1,16,6,71590.15,1,0.39,0,4,2,other,1
CASE-5666,550.37,68,3,0,0,23,19,1232.23,0,0.444,0,4,2,item_not_received,0
CASE-5667,16872.0,2,3,0,1,22,5,7223.67,0,0.364,0,6,0,unauthorized,1
CASE-5668,700.36,2,0,0,1,0,4,1470.99,10,0.095,2,4,2,duplicate,1
CASE-5669,1065.06,17,9,2,0,23,23,740.44,2,0.97,0,3,3,defective,0
CASE-5670,141483.41,10,8,0,1,0,61,274382.29,0,0.684,0,5,1,defective,1
CASE-5671,115168.78,15,3,0,1,0,42,261143.57,7,0.475,2,5,1,item_not_received,1
CASE-5672,1272.34,5,9,0,1,0,3,729.87,4,0.696,0,5,1,item_not_received,0
CASE-5673,3764.52,4,0,0,1,0,6,8225.34,0,0.157,0,3,3,item_not_received,1
CASE-5674,1252.35,1,9,0,0,5,14,664.57,4,1.0,0,5,1,item_not_received,0
CASE-5675,273.18,11,3,0,1,0,66,207.64,3,0.379,0,3,3,item_not_received,1
CASE-5676,1438.57,26,3,0,0,8,6,1174.37,3,0.317,0,3,3,defective,0
CASE-5677,5762.53,6,9,2,1,0,19,3107.44,0,0.835,0,6,0,unauthorized,0
CASE-5678,8819.65,84,1,0,1,16,24,7236.13,1,0.306,0,6,0,item_not_received,1
CASE-5679,7762.35,14,0,0,0,5,17,4324.8,14,0.089,0,1,5,unauthorized,0
CASE-5680,1859.07,3,0,1,1,6,42,3418.53,0,0.287,0,4,2,item_not_received,1
CASE-5681,485.35,5,0,1,0,19,5,266.7,4,0.14,2,3,3,defective,0
CASE-5682,2362.71,15,0,0,0,21,8,741.4,1,0.102,0,1,5,item_not_received,1
CASE-5683,57335.54,5,0,0,0,8,11,125912.99,0,0.226,1,2,4,item_not_received,0
CASE-5684,18370.18,13,7,1,0,25,2,13739.22,4,0.678,6,2,4,item_not_received,0
CASE-5685,716.98,2,0,0,1,0,71,750.22,1,0.192,0,4,2,item_not_received,1
CASE-5686,19573.57,1,6,0,1,0,5,22217.55,2,0.356,3,4,2,item_not_received,1
CASE-5687,506.84,16,0,2,0,13,88,980.54,1,0.234,0,4,2,unauthorized,0
CASE-5688,10633.78,17,0,6,1,14,15,21963.08,11,0.205,2,6,0,duplicate,0
CASE-5689,1593.94,18,2,2,1,12,28,2339.46,14,0.279,0,6,0,defective,1
CASE-5690,19248.04,19,0,0,0,16,64,44219.06,1,0.168,2,4,2,other,0
CASE-5691,1304.2,18,2,0,1,0,24,1325.47,2,0.478,0,3,3,unauthorized,1
CASE-5692,1734.85,91,9,0,1,18,45,3622.39,2,1.0,0,3,3,duplicate,0
CASE-5693,10663.79,6,0,0,0,27,20,22368.02,2,0.174,0,3,3,unauthorized,0
CASE-5694,925.94,76,0,0,1,0,79,1106.36,0,0.321,2,4,2,duplicate,0
CASE-5695,39999.03,3,0,0,1,14,22,73209.26,3,0.214,0,4,2,unauthorized,1
CASE-5696,205.27,13,0,0,1,19,4,248.76,2,0.198,0,3,3,item_not_received,1
CASE-5697,72423.59,19,0,0,1,10,13,36652.28,0,0.041,2,2,4,defective,0
CASE-5698,857.57,9,2,0,1,0,6,1554.93,3,0.226,0,2,4,unauthorized,1
CASE-5699,7567.55,17,0,0,0,28,70,15332.14,11,0.151,0,4,2,unauthorized,0
CASE-5700,25609.11,1,0,2,0,17,1,59052.07,4,0.089,3,0,6,unauthorized,0
CASE-5701,1834.4,45,0,2,0,23,46,2868.88,3,0.081,1,4,2,item_not_received,0
CASE-5702,780.57,12,0,0,0,24,21,1171.87,0,0.099,0,4,2,item_not_received,0
CASE-5703,263.72,12,9,0,1,23,28,393.56,4,0.72,0,2,4,defective,1
CASE-5704,887.46,17,1,1,0,20,5,1793.96,0,0.13,0,3,3,defective,0
CASE-5705,665.02,7,3,0,1,0,5,1035.03,4,0.17,0,4,2,other,1
CASE-5706,595.82,37,2,0,0,5,3,1066.59,0,0.276,0,4,2,item_not_received,0
CASE-5707,7025.24,1,0,0,1,0,58,13748.27,3,0.124,0,5,1,duplicate,1
CASE-5708,1147.2,87,0,4,1,21,2,2858.14,2,0.245,1,6,0,item_not_received,1
CASE-5709,1759.13,3,1,1,1,7,26,4363.34,0,0.248,0,6,0,item_not_received,1
CASE-5710,16428.43,69,8,0,1,0,29,12682.29,3,0.651,1,5,1,unauthorized,0
CASE-5711,92442.09,3,1,0,1,0,13,57850.34,1,0.407,0,2,4,duplicate,1
CASE-5712,16310.88,40,4,0,1,0,70,18716.46,0,0.556,2,4,2,duplicate,1
CASE-5713,86255.23,4,4,0,0,7,20,70697.59,1,0.741,2,4,2,item_not_received,0
CASE-5714,10116.87,10,0,4,1,0,17,21358.67,14,0.166,0,5,1,defective,0
CASE-5715,17411.78,1,0,0,1,7,1,24345.34,3,0.234,0,5,1,duplicate,1
CASE-5716,10912.16,27,2,0,1,0,12,6134.99,3,0.127,0,5,1,defective,1
CASE-5717,590.97,3,3,2,1,0,18,1307.41,2,0.243,0,4,2,item_not_received,1
CASE-5718,135117.88,2,0,0,1,0,21,161018.62,12,0.293,1,4,2,item_not_received,1
CASE-5719,586.29,3,0,1,1,0,14,1388.49,3,0.089,0,3,3,item_not_received,1
CASE-5720,14205.93,15,7,0,0,12,1,4712.51,3,0.6,0,2,4,duplicate,0
CASE-5721,9775.23,30,3,0,0,29,3,22069.45,11,0.551,2,4,2,defective,0
CASE-5722,363.52,18,0,0,0,16,19,522.89,0,0.261,0,3,3,defective,0
CASE-5723,822.64,1,0,0,0,15,11,761.43,5,0.044,1,5,1,defective,0
CASE-5724,522.43,2,6,2,1,0,11,1182.89,9,0.88,0,6,0,item_not_received,1
CASE-5725,108402.57,3,0,0,1,0,11,51233.58,1,0.221,0,6,0,defective,1
CASE-5726,12752.44,17,6,3,1,20,20,9210.68,0,0.86,2,3,3,duplicate,1
CASE-5727,33925.0,1,9,0,1,18,23,36700.4,2,0.806,0,4,2,item_not_received,0
CASE-5728,7875.74,20,0,0,1,2,21,6300.35,1,0.137,0,5,1,defective,1
CASE-5729,17623.18,13,0,0,1,25,2,16015.99,3,0.148,2,6,0,defective,1
CASE-5730,5920.66,8,8,5,1,0,26,9366.31,5,1.0,2,4,2,unauthorized,0
CASE-5731,287.28,11,0,0,1,0,13,224.25,0,0.036,0,3,3,item_not_received,1
CASE-5732,12137.97,4,0,4,0,25,4,5297.04,2,0.125,0,4,2,duplicate,0
CASE-5733,278.17,50,4,0,0,7,5,314.25,13,0.858,0,3,3,defective,0
CASE-5734,5377.19,40,3,6,1,0,5,3816.57,2,0.569,0,4,2,defective,0
CASE-5735,82704.16,8,2,2,1,29,72,157498.5,3,0.481,0,4,2,defective,1
CASE-5736,504.94,16,4,0,0,0,2,422.18,0,0.197,0,3,3,item_not_received,0
CASE-5737,15358.13,18,0,0,1,0,28,5999.42,0,0.109,1,2,4,item_not_received,1
CASE-5738,399.93,8,0,1,1,0,7,258.37,3,0.051,0,4,2,unauthorized,0
CASE-5739,18206.38,52,0,0,1,0,5,14881.07,1,0.113,1,4,2,defective,1
CASE-5740,702.13,2,3,1,0,22,5,583.66,0,0.748,3,0,6,unauthorized,0
CASE-5741,106006.11,6,2,1,1,16,5,239185.26,5,0.452,1,5,1,defective,1
CASE-5742,1867.03,5,9,3,1,14,1,1977.71,1,1.0,0,4,2,defective,0
CASE-5743,63032.17,5,8,2,0,21,88,66592.28,3,1.0,0,3,3,duplicate,0
CASE-5744,3826.01,5,0,0,1,0,22,2759.4,4,0.27,0,4,2,item_not_received,1
CASE-5745,742.02,1,0,7,1,0,25,519.7,1,0.455,1,3,3,unauthorized,0
CASE-5746,215.46,1,3,0,0,6,2,139.77,4,0.499,0,4,2,defective,0
CASE-5747,2413.26,8,0,0,0,14,24,5029.99,3,0.206,0,2,4,unauthorized,0
CASE-5748,1783.62,3,0,7,1,0,6,4448.43,3,0.138,0,5,1,item_not_received,1
CASE-5749,145000.01,11,0,4,1,26,5,61804.61,0,0.192,0,3,3,unauthorized,0
CASE-5750,17815.95,17,0,0,0,21,74,44442.96,3,0.107,0,3,3,unauthorized,0
CASE-5751,8727.07,85,4,0,0,7,9,18920.38,2,0.603,0,4,2,unauthorized,0
CASE-5752,784.54,14,0,6,1,0,6,779.14,2,0.149,0,5,1,defective,1
CASE-5753,18404.85,16,0,2,0,26,5,32832.52,0,0.081,4,1,5,item_not_received,0
CASE-5754,1472.28,9,2,0,1,0,28,2527.12,4,0.245,0,6,0,unauthorized,1
CASE-5755,147994.37,7,3,0,1,0,20,62154.24,0,0.546,0,6,0,other,1
CASE-5756,954.77,2,0,0,0,21,20,427.58,2,0.012,0,3,3,unauthorized,0
CASE-5757,821.39,10,0,0,0,20,62,1480.32,1,0.088,0,5,1,duplicate,1
CASE-5758,1578.33,14,8,0,1,0,5,2916.72,4,0.736,2,6,0,defective,1
CASE-5759,4762.39,3,6,1,1,16,28,10202.52,12,1.0,2,4,2,duplicate,0
CASE-5760,38381.74,3,0,3,1,0,26,95737.54,3,0.01,2,3,3,other,0
CASE-5761,1048.78,1,9,7,1,0,1,865.07,0,1.0,0,4,2,defective,0
CASE-5762,3666.04,49,0,2,1,0,6,8900.69,4,0.106,0,4,2,duplicate,1
CASE-5763,1340.1,9,2,0,1,0,4,979.5,0,0.335,0,4,2,item_not_received,1
CASE-5764,125247.74,9,4,0,1,0,83,68091.99,10,0.533,1,6,0,item_not_received,1
CASE-5765,1894.38,4,0,0,1,0,6,3740.5,1,0.062,0,5,1,duplicate,1
CASE-5766,1561.37,11,1,0,0,1,6,863.86,0,0.158,0,3,3,other,0
CASE-5767,113643.74,17,1,0,1,0,13,91006.42,8,0.29,1,6,0,item_not_received,1
CASE-5768,10721.53,40,0,0,1,0,4,8586.77,3,0.254,6,3,3,unauthorized,0
CASE-5769,474.55,10,9,1,1,0,19,278.44,4,1.0,0,5,1,unauthorized,0
CASE-5770,147218.42,4,8,1,0,17,7,304125.62,6,0.868,0,3,3,other,0
CASE-5771,109999.4,2,4,0,1,0,19,234016.54,2,0.681,0,5,1,item_not_received,1
CASE-5772,25333.63,16,0,0,0,29,1,51699.29,0,0.061,0,2,4,other,0
CASE-5773,12178.62,17,1,0,1,21,70,25858.91,11,0.298,6,3,3,unauthorized,1
CASE-5774,14413.27,17,0,0,1,1,5,34826.35,1,0.269,0,2,4,unauthorized,0
CASE-5775,13443.61,18,7,0,1,0,2,7050.09,3,0.719,0,4,2,item_not_received,1
CASE-5776,143495.57,4,0,0,1,0,1,258752.45,2,0.307,0,6,0,defective,1
CASE-5777,25403.74,13,7,1,1,0,59,38626.09,10,0.829,0,5,1,defective,0
CASE-5778,2772.1,9,0,2,1,25,19,2873.28,6,0.218,0,5,1,unauthorized,1
CASE-5779,495.77,50,0,0,0,1,47,721.87,0,0.237,0,4,2,duplicate,0
CASE-5780,1674.34,3,9,5,0,22,25,1415.14,13,0.864,0,2,4,item_not_received,0
CASE-5781,5637.1,12,0,0,1,0,1,9618.38,3,0.346,2,4,2,item_not_received,1
CASE-5782,1737.8,17,0,0,1,0,22,3551.89,3,0.087,1,5,1,unauthorized,1
CASE-5783,10066.15,18,1,2,0,12,1,19282.54,2,0.192,1,2,4,item_not_received,0
CASE-5784,3561.22,5,0,0,0,29,5,6289.46,10,0.031,0,4,2,unauthorized,1
CASE-5785,1991.01,14,7,2,1,29,16,4054.68,4,0.943,0,6,0,other,1
CASE-5786,15279.66,15,1,0,1,13,52,15043.16,4,0.156,0,6,0,item_not_received,1
CASE-5787,752.24,1,3,0,1,6,15,902.18,0,0.475,1,2,4,defective,0
CASE-5788,1243.16,2,3,7,1,25,27,1370.78,0,0.378,0,3,3,defective,0
CASE-5789,18562.78,14,1,2,1,19,13,18517.48,6,0.407,3,6,0,item_not_received,1
CASE-5790,1252.82,12,0,2,1,19,14,1972.71,2,0.182,0,5,1,unauthorized,1
CASE-5791,13086.77,4,0,0,0,4,20,31606.72,0,0.184,2,2,4,unauthorized,0
CASE-5792,1571.0,9,0,4,1,0,78,3711.62,2,0.159,0,2,4,item_not_received,1
CASE-5793,19955.29,2,0,0,1,0,35,15168.88,0,0.226,1,6,0,item_not_received,1
CASE-5794,34889.03,19,1,0,1,0,1,13950.67,9,0.18,0,5,1,item_not_received,1
CASE-5795,9516.72,78,0,2,1,0,17,4316.75,1,0.159,0,5,1,item_not_received,1
CASE-5796,4508.18,40,1,0,1,0,25,2606.9,0,0.369,0,4,2,unauthorized,1
CASE-5797,3194.01,11,0,2,0,9,22,3834.89,2,0.113,1,3,3,duplicate,0
CASE-5798,4678.77,8,0,2,0,26,12,11425.76,12,0.253,4,4,2,unauthorized,0
CASE-5799,15392.27,7,3,0,1,0,1,9898.8,4,0.494,0,6,0,defective,1
CASE-5800,15413.89,2,3,1,0,6,23,9518.23,2,0.43,0,1,5,unauthorized,0
CASE-5801,1672.23,14,1,0,0,19,4,2544.32,0,0.202,0,3,3,item_not_received,1
CASE-5802,65204.41,14,0,0,1,0,3,128887.3,0,0.142,1,4,2,item_not_received,1
CASE-5803,5599.17,2,1,0,0,8,87,8053.84,9,0.232,0,4,2,defective,0
CASE-5804,32469.47,4,0,0,0,12,11,73031.39,3,0.11,0,3,3,unauthorized,0
CASE-5805,550.53,12,0,0,1,0,8,1091.87,2,0.025,0,2,4,duplicate,1
CASE-5806,804.37,17,0,0,1,21,10,1562.85,0,0.246,1,4,2,item_not_received,1
CASE-5807,5371.86,2,0,3,1,0,26,8243.49,2,0.266,0,5,1,defective,1
CASE-5808,1472.77,38,0,0,0,8,2,3027.19,1,0.219,6,2,4,defective,0
CASE-5809,102499.23,72,1,0,0,7,37,38809.6,0,0.04,0,3,3,unauthorized,0
CASE-5810,1196.36,3,7,0,0,5,3,2639.63,0,1.0,0,2,4,other,0
CASE-5811,13377.25,9,0,0,1,0,5,8478.91,2,0.157,2,5,1,unauthorized,0
CASE-5812,91973.88,4,0,0,1,0,18,182368.81,13,0.124,0,5,1,unauthorized,1
CASE-5813,9007.83,2,0,0,1,4,17,4449.66,4,0.234,0,6,0,other,0
CASE-5814,6448.13,16,0,6,1,0,65,11536.45,3,0.266,5,5,1,duplicate,1
CASE-5815,4506.92,36,0,0,1,0,20,8737.61,13,0.164,1,5,1,unauthorized,1
CASE-5816,108859.56,4,0,0,0,23,5,88190.09,0,0.159,5,3,3,item_not_received,0
CASE-5817,5629.67,8,1,0,1,8,17,5604.67,0,0.166,0,4,2,unauthorized,1
CASE-5818,12081.45,8,3,1,1,13,16,4272.14,10,0.632,6,6,0,item_not_received,0
CASE-5819,16326.89,14,0,4,0,6,3,21968.44,0,0.077,0,2,4,item_not_received,0
CASE-5820,126679.46,9,3,0,1,0,4,277778.23,3,0.23,0,4,2,item_not_received,1
CASE-5821,105445.54,5,2,2,1,14,4,50321.07,3,0.44,0,5,1,item_not_received,1
CASE-5822,13638.83,2,8,6,0,28,29,22222.48,0,1.0,0,4,2,other,0
CASE-5823,1773.94,1,0,0,1,9,32,4205.2,8,0.235,0,6,0,item_not_received,1
CASE-5824,711.64,42,1,0,1,0,1,1529.48,0,0.078,0,3,3,duplicate,1
CASE-5825,4745.62,2,1,2,1,0,17,8614.96,7,0.236,1,6,0,unauthorized,1
CASE-5826,55486.65,16,0,4,1,0,24,21304.4,8,0.127,2,5,1,defective,1
CASE-5827,682.84,1,2,0,0,29,14,1499.7,8,0.23,0,4,2,item_not_received,0
CASE-5828,12590.91,19,0,3,1,0,1,16804.43,1,0.259,0,4,2,other,1
CASE-5829,741.63,20,1,1,1,15,79,707.73,10,0.206,0,5,1,other,1
CASE-5830,12044.26,2,0,2,1,12,7,13280.08,14,0.152,0,6,0,duplicate,1
CASE-5831,567.23,15,0,2,0,28,8,338.58,0,0.079,0,1,5,unauthorized,0
CASE-5832,5357.95,81,1,0,0,26,5,1704.6,0,0.118,0,4,2,defective,0
CASE-5833,68252.56,69,0,0,0,0,5,120203.53,4,0.206,0,3,3,defective,0
CASE-5834,1322.79,3,0,0,1,0,71,2523.47,1,0.109,0,6,0,duplicate,1
CASE-5835,5719.88,1,0,7,0,0,12,5171.18,0,0.217,0,2,4,item_not_received,0
CASE-5836,1352.7,8,1,4,1,0,1,2681.88,1,0.213,0,6,0,defective,0
CASE-5837,1634.98,8,4,0,1,0,1,3921.43,10,0.177,0,5,1,defective,1
CASE-5838,137888.17,1,1,2,1,23,47,143471.14,3,0.271,1,4,2,item_not_received,0
CASE-5839,1324.59,1,0,4,0,14,15,1832.36,0,0.07,0,2,4,defective,0
CASE-5840,4645.69,14,2,2,1,0,17,8371.42,2,0.216,0,3,3,item_not_received,1
CASE-5841,16209.21,11,4,1,1,0,9,22449.63,13,0.444,1,5,1,other,1
CASE-5842,14439.17,3,0,1,1,4,26,8951.83,4,0.174,0,5,1,defective,1
CASE-5843,1426.59,3,1,0,0,15,9,3483.47,3,0.225,0,3,3,other,1
CASE-5844,118975.88,6,4,2,1,0,17,167706.06,0,0.781,0,5,1,defective,0
CASE-5845,78238.34,54,0,0,1,0,7,129471.33,1,0.068,0,3,3,item_not_received,1
CASE-5846,1942.63,12,9,0,1,0,24,3494.76,0,1.0,0,4,2,unauthorized,0
CASE-5847,66304.27,65,0,1,1,26,16,115488.5,1,0.12,0,5,1,other,1
CASE-5848,17821.7,50,5,1,1,0,4,18126.59,2,0.685,0,2,4,other,0
CASE-5849,39040.28,9,0,1,0,14,22,86205.65,1,0.06,2,4,2,other,0
CASE-5850,13041.19,16,2,0,1,0,7,31102.35,6,0.434,2,5,1,item_not_received,1
CASE-5851,630.09,6,3,0,1,0,20,809.12,14,0.589,0,6,0,other,1
CASE-5852,5704.18,15,4,1,1,13,11,11375.79,4,0.396,0,4,2,item_not_received,1
CASE-5853,9992.81,1,2,0,1,0,13,5560.51,0,0.26,0,5,1,item_not_received,1
CASE-5854,5343.61,6,7,0,1,0,12,9209.6,8,0.679,0,6,0,unauthorized,0
CASE-5855,1833.75,1,1,1,1,0,5,3588.11,0,0.272,0,3,3,item_not_received,1
CASE-5856,17969.87,8,0,0,1,8,32,31002.92,0,0.204,2,4,2,item_not_received,1
CASE-5857,6281.44,1,0,0,0,28,5,8079.95,3,0.292,0,4,2,item_not_received,0
CASE-5858,15886.6,51,2,1,0,3,71,32875.01,7,0.41,2,4,2,duplicate,0
CASE-5859,1777.93,20,0,0,1,6,23,890.14,0,0.248,0,5,1,unauthorized,1
